Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Short,Middle,Long,Buy,Sell,Profits
BHARTIARTL,EQ,339.0,338.0,338.9,328.2,333.55,334.9,333.22,4995313,166453094485000.0,81882,2217742,0.444,339.1818429289878,345.907773319259,344.765957533287,,,0.0
BHARTIARTL,EQ,334.9,334.7,336.45,328.1,334.0,334.55,333.96,4979396,166292311480000.0,50773,2462553,0.49450000000000005,337.6378952859919,344.7122182330212,344.4416414211192,,,0.0
BHARTIARTL,EQ,334.55,337.0,348.3,335.15,347.9,345.75,344.41,12722092,438162100855000.0,112087,6006477,0.4721,340.3419301906613,344.82145841901894,344.48317661409953,,,0.0
BHARTIARTL,EQ,345.75,343.2,353.75,332.7,336.0,337.6,340.98,10861621,370354731010000.0,93735,4759990,0.43820000000000003,339.4279534604409,344.06130490122746,344.2646630707948,,,0.0
BHARTIARTL,EQ,337.6,335.0,338.75,321.15,325.0,323.9,329.6,9773900,322146682520000.0,119566,4845703,0.4958,334.2519689736273,341.9390622800456,343.61816583045214,,,0.0
BHARTIARTL,EQ,323.9,332.0,354.95,327.2,346.55,343.55,337.94,28059958,948258458435000.0,207640,8421453,0.30010000000000003,337.3513126490849,342.10863467161977,343.6160018358346,,,0.0
BHARTIARTL,EQ,343.55,340.1,361.65,339.05,359.1,357.7,348.5,15227460,530681843764999.94,177845,6315333,0.4147,344.1342084327233,343.7498310219756,344.0631128886652,,,0.0
BHARTIARTL,EQ,357.7,354.1,375.4,354.1,369.0,368.45,365.55,17019717,622155806665000.0,206848,7538326,0.4429,352.23947228848226,346.34984880913606,344.8372997810885,,,0.0
BHARTIARTL,EQ,368.45,368.0,372.95,362.5,365.1,366.1,368.43,12524292,461434625114999.94,131915,6652825,0.5312,356.8596481923215,348.4288120923849,345.5123061372444,,,0.0
BHARTIARTL,EQ,366.1,366.0,378.75,365.4,371.6,372.15,373.28,16050094,599109934280000.0,171967,9760415,0.6081000000000001,361.9564321282144,350.92577924055485,346.3579472122525,,,0.0
BHARTIARTL,EQ,372.15,372.0,373.75,364.15,371.05,371.15,369.63,7700362,284632150860000.0,114336,3539338,0.4596,365.0209547521429,353.0546445836543,347.1449965071016,,,0.0
BHARTIARTL,EQ,371.15,361.2,365.0,346.15,353.55,351.65,352.5,14028958,494524938614999.94,221330,5308444,0.37840000000000007,360.56396983476196,352.9067872590591,347.28801249100314,,,0.0
BHARTIARTL,EQ,351.65,355.0,363.85,347.3,361.0,361.2,359.15,7669905,275462947694999.97,98916,3493025,0.4554,360.7759798898413,353.7797570212634,347.72966288811415,,,0.0
BHARTIARTL,EQ,361.2,360.0,365.0,355.0,363.45,361.55,360.31,5719722,206086775400000.0,127981,2489195,0.43520000000000003,361.03398659322755,354.5976773348146,348.16840374880894,,,0.0
BHARTIARTL,EQ,361.55,363.45,366.25,359.8,360.6,361.0,363.19,4521771,164224818125000.0,57613,2313074,0.5115,361.0226577288184,355.27160603641306,348.57575601075155,,,0.0
BHARTIARTL,EQ,361.0,360.5,362.35,357.4,357.5,358.05,359.61,5266052,189373765870000.0,53137,3350553,0.6363000000000001,360.0317718192123,355.5640685588959,348.8765256612039,,,0.0
BHARTIARTL,EQ,358.05,358.0,360.2,353.15,355.75,354.9,356.83,4046902,144404180540000.0,64648,2348367,0.5803,358.3211812128082,355.4941666053279,349.06774706878474,,,0.0
BHARTIARTL,EQ,354.9,355.0,357.2,351.0,351.95,352.75,354.18,3113528,110275025975000.0,54764,1462340,0.4697,356.46412080853884,355.20530696266184,349.18464398723603,,,0.0
BHARTIARTL,EQ,352.75,354.0,358.95,350.5,355.95,356.4,355.35,4590240,163112345735000.0,73865,2432559,0.5299,356.44274720569257,355.3310641244869,349.41370290827615,,,0.0
BHARTIARTL,EQ,356.4,357.95,362.65,346.9,359.9,360.65,358.35,4931663,176725526300000.0,98189,2513454,0.5097,357.84516480379506,355.89095211138306,349.77041075245785,,,0.0
BHARTIARTL,EQ,360.65,362.5,368.2,344.75,347.95,348.3,349.6,32201102,1125758464860000.0,263571,24092969,0.7482,354.66344320253006,355.0919045207112,349.72373104603065,,,0.0
BHARTIARTL,EQ,348.3,349.5,349.5,340.5,348.0,345.8,344.52,5524473,190331394605000.0,56340,1993897,0.36090000000000005,351.70896213502004,354.1138093080047,349.59916815568045,,,0.0
BHARTIARTL,EQ,345.8,342.35,349.75,341.15,344.4,343.5,344.75,5929198,204410639550000.0,60668,2753670,0.4644,348.9726414233467,352.99656622295157,349.4055437697858,,,0.0
BHARTIARTL,EQ,343.5,345.0,349.6,338.75,346.8,346.8,344.46,4765624,164154449400000.0,63673,2312483,0.4852,348.24842761556454,352.3442960942198,349.3228280945545,,,0.0
BHARTIARTL,EQ,346.8,345.5,345.95,335.5,336.0,336.85,340.35,4226095,143834549315000.0,86590,2071265,0.4901,344.4489517437097,350.71331755798616,348.926865297902,,,0.0
BHARTIARTL,EQ,336.85,336.0,347.35,335.1,345.0,345.7,343.06,5144579,176491013870000.0,69974,1993303,0.3875,344.8659678291398,350.18559992030345,348.8244251297146,,,0.0
BHARTIARTL,EQ,345.7,345.0,349.35,340.95,347.35,347.7,345.5,3264321,112781436700000.0,49728,1102294,0.33770000000000006,345.81064521942653,349.9239578234294,348.78872909385063,,,0.0
BHARTIARTL,EQ,347.7,350.2,354.0,345.1,349.65,349.25,350.02,6274987,219638619015000.0,55401,2012994,0.3208,346.957096812951,349.85301489464734,348.80337261468077,,,0.0
BHARTIARTL,EQ,349.25,350.95,357.4,349.55,357.2,356.45,353.46,3712496,131223084520000.0,51838,1143375,0.308,350.1213978753007,350.5474343794213,349.0461226904052,,356.45,35645.0
BHARTIARTL,EQ,356.45,361.75,361.95,351.2,355.95,355.1,355.81,4810430,171159105220000.0,67030,2290194,0.4761,351.7809319168672,351.02665181316644,349.23830927166216,355.1,,-35510.0
BHARTIARTL,EQ,355.1,358.4,358.4,346.75,347.6,347.55,349.7,5535262,193567547940000.0,90710,2457453,0.444,350.3706212779115,350.66068846441203,349.1847121519269,,,0.0
BHARTIARTL,EQ,347.55,347.6,349.7,340.9,344.0,343.05,343.05,4920207,168785575470000.0,53879,2044656,0.4156,347.93041418527434,349.85956336289496,348.98995938519903,,,0.0
BHARTIARTL,EQ,343.05,343.0,345.4,338.4,344.0,344.0,343.12,5010025,171902414190000.0,60261,2532383,0.5055,346.62027612351625,349.2427672194323,348.8315479761451,,,0.0
BHARTIARTL,EQ,344.0,348.8,348.8,332.55,341.15,339.85,337.97,8329655,281516050470000.0,83318,3268380,0.3924,344.3635174156775,348.2540548805447,348.5464194689659,,,0.0
BHARTIARTL,EQ,339.85,341.6,344.15,334.6,336.1,335.6,336.72,7490889,252231424315000.0,60821,4219358,0.5633,341.44234494378503,346.92204910364524,348.1354220255066,,,0.0
BHARTIARTL,EQ,335.6,338.4,342.55,334.7,337.0,337.6,337.55,11672389,393998742060000.0,78725,7240487,0.6203000000000001,340.1615632958567,345.94078077694576,347.8009641834271,,,0.0
BHARTIARTL,EQ,337.6,339.7,365.1,335.05,353.15,356.4,352.45,15528435,547300870880000.0,126040,9123543,0.5875,345.57437553057116,347.0417512214778,348.0739494474453,,356.4,35640.0
BHARTIARTL,EQ,356.4,356.0,362.25,345.0,347.5,348.0,352.36,5746894,202497704405000.0,91333,2876789,0.5006,346.3829170203808,347.14261951395383,348.0716018459391,348.0,,-34800.0
BHARTIARTL,EQ,348.0,348.0,352.0,345.4,349.0,348.65,348.86,4722666,164754397730000.0,60158,2870287,0.6078,347.1386113469205,347.30129114406395,348.08996369209973,,,0.0
BHARTIARTL,EQ,348.65,349.05,350.95,338.0,343.0,341.65,342.67,4610586,157991766880000.0,105706,2465988,0.5349,345.30907423128036,346.70641839205723,347.8855204002871,,,0.0
BHARTIARTL,EQ,341.65,341.05,347.05,340.45,343.15,344.05,344.13,4867361,167500618930000.0,71004,2489737,0.5115,344.8893828208536,346.4267954034196,347.763757847897,,,0.0
BHARTIARTL,EQ,344.05,344.0,354.9,339.25,354.0,349.1,345.53,3353263,115865977705000.0,45650,1512867,0.4512,346.2929218805691,346.70818536095436,347.80617823367805,,,0.0
BHARTIARTL,EQ,349.1,353.0,374.9,344.25,373.3,367.05,356.16,19616421,698663547845000.0,132233,10004860,0.51,353.21194792037943,348.8494290071697,348.41709321038667,,367.05,36705.0
BHARTIARTL,EQ,367.05,370.0,370.65,346.85,352.0,350.95,356.45,7208995,256962648960000.0,88351,1897301,0.2632,352.457965280253,349.0705417432571,348.49750294973944,350.95,,-35095.0
BHARTIARTL,EQ,350.95,350.95,355.6,341.3,346.5,344.9,348.71,4944826,172428661410000.0,71947,1562219,0.3159,349.9386435201687,348.63153734923003,348.3832965068906,,,0.0
BHARTIARTL,EQ,344.9,348.3,348.7,334.25,338.85,339.5,340.42,4705661,160188113480000.0,91542,1812445,0.38520000000000004,346.45909568011245,347.6703228914164,348.10128709397344,,,0.0
BHARTIARTL,EQ,339.5,338.0,346.75,337.1,341.6,341.55,343.03,3500384,120075076859999.98,53795,580841,0.1659,344.8227304534083,347.02607837653045,347.8933097259108,,,0.0
BHARTIARTL,EQ,341.55,343.1,360.85,339.0,359.4,359.4,354.01,8685318,307471063140000.0,83977,2537605,0.2922,349.68182030227223,348.3285964421588,348.2586014806438,,,0.0
BHARTIARTL,EQ,359.4,362.9,385.0,362.0,375.05,377.25,376.25,47660614,1793234999734999.8,422520,24993447,0.5244,358.87121353484815,351.37295471140527,349.17896333840116,,,0.0
BHARTIARTL,EQ,377.25,374.95,385.35,372.6,384.45,382.9,378.67,10908530,413074536040000.0,116345,3474734,0.3185,366.88080902323213,354.69159105757313,350.2494724387694,,,0.0
BHARTIARTL,EQ,382.9,384.45,397.0,380.25,392.95,393.55,390.64,10729180,419120320495000.0,108851,3338973,0.31120000000000003,375.77053934882144,358.78194989361805,351.6240923613481,,,0.0
BHARTIARTL,EQ,393.55,390.0,391.95,381.55,382.4,383.65,385.68,8585170,331111851315000.0,80720,3167721,0.369,378.39702623254766,361.39963937850035,352.64078784194027,,,0.0
BHARTIARTL,EQ,383.65,381.1,386.8,377.35,385.0,385.25,384.24,8912567,342452709975000.0,140584,4316565,0.4843,380.68135082169846,363.9102036544477,353.6760009263231,,,0.0
BHARTIARTL,EQ,385.25,385.0,387.5,379.05,384.95,385.85,383.67,4787789,183694332310000.0,66315,1977345,0.413,382.4042338811323,366.21965590134795,354.69739772231287,,,0.0
BHARTIARTL,EQ,385.85,384.95,386.4,380.5,383.3,383.5,383.24,3979009,152490966540000.0,47678,1751416,0.44020000000000004,382.7694892540882,368.0386394906797,355.61176604858866,,,0.0
BHARTIARTL,EQ,383.5,381.8,396.5,367.2,372.65,374.1,385.63,11357444,437978261545000.0,146478,5294730,0.4662,379.87965950272553,368.6766774390292,356.1986941105382,,,0.0
BHARTIARTL,EQ,374.1,373.5,378.0,355.0,360.4,360.35,364.08,13337712,485597533000000.0,123290,4673816,0.3504,373.36977300181707,367.8001850770262,356.3304815990926,,,0.0
BHARTIARTL,EQ,360.35,353.95,376.35,325.5,371.0,372.35,350.57,72697775,2548555961795000.0,511839,22123919,0.3043,373.02984866787807,368.279112963655,356.83903773880394,,,0.0
BHARTIARTL,EQ,372.35,369.9,378.4,362.6,372.25,375.15,369.89,27754837,1026619883870000.1,211920,11448260,0.41250000000000003,373.7365657785854,369.00236423063865,357.4203381280483,,,0.0
BHARTIARTL,EQ,375.15,372.0,375.5,365.6,372.5,373.1,370.79,1995673,73998325920000.0,16824,143546,0.0719,373.5243771857236,369.43369431162404,357.9181051716023,,,0.0
BHARTIARTL,EQ,373.1,363.0,365.65,353.1,360.8,359.9,359.78,36231891,1303549112070000.0,250129,17421538,0.4808,368.98291812381575,368.4301475419794,357.9810224677419,,,0.0
BHARTIARTL,EQ,359.9,364.3,371.35,360.65,367.55,367.95,367.32,16869202,619641352335000.0,151095,7194119,0.4265,368.63861208254383,368.37960569545527,358.29749794495643,,,0.0
BHARTIARTL,EQ,367.95,366.7,376.8,363.75,373.4,374.25,370.28,12794123,473741071295000.0,146440,6376791,0.49840000000000007,370.5090747216959,368.9975419380389,358.8039265816245,,,0.0
BHARTIARTL,EQ,374.25,363.35,376.4,363.35,373.4,373.05,371.44,13682012,508210973985000.06,86732,7334037,0.536,371.356049814464,369.4241164708769,359.2561828806206,,,0.0
BHARTIARTL,EQ,373.05,378.25,381.7,374.0,377.35,378.0,378.31,7620719,288302003170000.0,72747,3749882,0.49210000000000004,373.57069987630933,370.3268410528899,359.8512246939342,,,0.0
BHARTIARTL,EQ,378.0,377.0,385.5,374.55,385.0,383.95,381.36,6641731,253291032619999.97,80001,3014755,0.4539,377.03046658420624,371.7608577841646,360.61626517984104,,,0.0
BHARTIARTL,EQ,383.95,385.0,385.4,370.25,370.75,371.45,375.26,8181919,307038146495000.0,102652,3969762,0.4852,375.1703110561375,371.7281359121473,360.9601932693699,,,0.0
BHARTIARTL,EQ,371.45,374.8,375.5,369.05,372.6,371.75,372.3,4816149,179307450045000.0,60144,2192580,0.45530000000000004,374.0302073707584,371.7304373950792,361.302726816374,,,0.0
BHARTIARTL,EQ,371.75,370.0,375.85,366.6,368.4,369.15,370.37,5982102,221561161080000.03,50951,2826260,0.47250000000000003,372.4034715805056,371.45881240612346,361.55184659998116,,,0.0
BHARTIARTL,EQ,369.15,371.25,373.95,368.25,371.7,371.5,371.18,2774571,102987619500000.0,33936,914505,0.3296,372.10231438700373,371.463147942321,361.86766099363257,,,0.0
BHARTIARTL,EQ,371.5,372.1,373.4,366.15,366.15,368.6,369.49,6424227,237368607755000.03,59572,4255455,0.6624,370.93487625800253,371.1617639483925,362.08138604145375,,368.6,36860.0
BHARTIARTL,EQ,368.6,357.9,367.1,350.3,365.6,362.5,358.32,21091587,755747815415000.0,234261,9521820,0.4515,368.12325083866835,370.2499993222459,362.0946753734711,,,0.0
BHARTIARTL,EQ,362.5,357.85,398.5,357.25,396.0,393.05,384.9,55174490,2123676144850000.0,431042,10115442,0.1833,376.4321672257789,372.6499993935885,363.0773840917736,393.05,,-39305.0
BHARTIARTL,EQ,393.05,396.0,420.55,392.1,411.2,409.2,409.8,42661408,1748281597675000.0,340162,7809498,0.18309999999999998,387.3547781505193,376.4973678784739,364.5415941206062,,,0.0
BHARTIARTL,EQ,409.2,426.9,445.65,421.45,444.65,439.35,431.74,62786851,2710766437570000.0,499382,23085997,0.3677,404.6865187670129,383.11343441758186,366.91646414852346,,,0.0
BHARTIARTL,EQ,439.35,448.3,452.95,433.1,437.4,437.3,444.16,55644344,2471500824530000.0,336654,21010650,0.3776,415.55767917800864,388.81728342625746,369.1508621120624,,,0.0
BHARTIARTL,EQ,437.3,442.5,442.5,422.2,426.85,426.3,428.02,22178883,949292544770000.1,174349,7425728,0.3348,419.13845278533915,392.762832539283,370.96512045771124,,,0.0
BHARTIARTL,EQ,426.3,423.0,429.95,417.0,418.35,420.65,422.84,16775621,709337257060000.0,129774,4880604,0.2909,419.6423018568928,395.6983238509374,372.5424182209585,,,0.0
BHARTIARTL,EQ,420.65,421.35,455.65,421.35,454.85,451.4,442.17,33483563,1480555933485000.0,232992,9252878,0.2763,430.22820123792854,401.56165818241766,375.0458335155313,,,0.0
BHARTIARTL,EQ,451.4,445.0,447.0,429.9,433.2,432.35,435.86,23466171,1022805337895000.1,212454,11477863,0.4891,430.9354674919524,404.802536268479,376.86501340392715,,,0.0
BHARTIARTL,EQ,432.35,433.5,437.0,426.4,435.55,433.35,431.4,13336531,575339758705000.0,97343,4742292,0.3556,431.74031166130163,407.8075324507444,378.65818758158025,,,0.0
BHARTIARTL,EQ,433.35,433.35,443.9,428.5,439.7,436.65,435.71,21940833,955987265154999.9,171624,7018791,0.3199,433.3768744408678,410.8435816664555,380.4991974996253,,,0.0
BHARTIARTL,EQ,436.65,439.6,449.65,435.15,441.55,442.45,443.78,20010753,888035795070000.1,225731,6197972,0.3097,436.4012496272452,414.1705730699865,382.4658896424944,,,0.0
BHARTIARTL,EQ,442.45,471.15,485.6,455.05,460.7,458.6,470.8,55735805,2624034218915000.0,412018,22791403,0.40890000000000004,443.8008330848302,418.8473548520932,384.8828455268597,,,0.0
BHARTIARTL,EQ,458.6,462.8,465.05,445.25,460.85,459.1,454.58,23871561,1085154032540000.0,199272,5695228,0.2386,448.9005553898868,423.0844753939781,387.2389456688641,,,0.0
BHARTIARTL,EQ,459.1,460.85,464.8,454.7,460.8,461.4,460.21,16541195,761248795330000.0,165487,5932359,0.3586,453.0670369265912,427.1176885104014,389.5932648539796,,,0.0
BHARTIARTL,EQ,461.4,463.3,463.6,445.35,449.15,447.35,451.19,17317332,781345289870000.0,159675,5003771,0.2889,451.16135795106084,429.24740550930653,391.4268120014723,,,0.0
BHARTIARTL,EQ,447.35,451.9,452.4,442.85,442.95,444.85,447.18,11415172,510465856339999.94,103951,3247080,0.2845,449.057571967374,430.88978387674797,393.1227862236478,,,0.0
BHARTIARTL,EQ,444.85,447.6,451.6,441.7,445.45,445.85,446.7,7865300,351344450300000.0,77331,2186480,0.278,447.9883813115827,432.46454346866926,394.79666602607165,,,0.0
BHARTIARTL,EQ,445.85,445.45,451.0,443.25,449.65,447.0,447.61,7140031,319596875330000.0,85032,1586891,0.2223,447.6589208743885,433.9945915245988,396.4539147236567,,,0.0
BHARTIARTL,EQ,447.0,444.5,449.05,440.6,441.35,442.75,444.42,6803615,302365147220000.0,100306,3215920,0.47270000000000006,446.02261391625905,434.91621346937785,397.92363171655643,,,0.0
BHARTIARTL,EQ,442.75,442.9,443.85,436.5,438.0,438.65,440.54,7389050,325515053675000.0,86589,3615935,0.4894,443.5650759441727,435.3092436304959,399.2165322969832,,,0.0
BHARTIARTL,EQ,438.65,440.0,440.7,426.0,430.0,427.8,430.67,13074677,563083534725000.0,103192,6612870,0.5058,438.3100506294485,434.518796932549,400.12394397009484,,,0.0
BHARTIARTL,EQ,427.8,430.4,431.05,420.45,421.0,421.85,425.05,6962613,295948650420000.0,74144,3126485,0.449,432.823367086299,433.18523936070176,400.81366003453627,,421.85,42185.0
BHARTIARTL,EQ,421.85,424.75,441.5,417.6,441.0,439.95,428.39,22991811,984937956065000.0,157276,10761468,0.4681,435.19891139086604,433.8973194279963,402.05608352550337,439.95,,-43995.0
BHARTIARTL,EQ,439.95,447.0,447.1,434.15,437.7,438.3,438.27,17654537,773748761425000.0,166740,7973591,0.4516,436.23260759391076,434.36075948820724,403.20668404850323,,,0.0
BHARTIARTL,EQ,438.3,436.0,456.8,430.25,450.3,449.45,441.91,13974432,617548619140000.0,116150,4702388,0.33649999999999997,440.6384050626072,435.9491005947117,404.67472582474124,,,0.0
BHARTIARTL,EQ,449.45,449.9,460.4,445.7,452.9,453.8,453.87,21289419,966253419650000.0,152762,7651006,0.3594,445.0256033750715,437.8281426373736,406.23425833824155,,,0.0
BHARTIARTL,EQ,453.8,449.05,459.15,446.45,454.5,454.8,452.33,10434970,472008342214999.94,74419,2997006,0.2872,448.28373558338103,439.61465393870276,407.7760279148053,,,0.0
BHARTIARTL,EQ,454.8,454.5,460.0,452.4,456.5,457.15,456.75,6845488,312667682770000.0,67891,1132577,0.1654,451.2391570555874,441.46047983989195,409.34345560004954,,,0.0
BHARTIARTL,EQ,457.15,455.3,456.5,446.0,448.05,447.55,450.94,5887041,265469399269999.97,66735,1461689,0.2483,450.0094380370583,442.10148196200856,410.55636177147653,,,0.0
BHARTIARTL,EQ,447.55,449.0,457.05,449.0,456.2,455.1,453.12,5887082,266753390494999.97,62590,1725960,0.2932,451.7062920247056,443.4697470186393,411.970445524763,,,0.0
BHARTIARTL,EQ,455.1,460.0,464.7,455.1,459.6,460.5,460.6,11917988,548945049385000.06,121989,3317499,0.2784,454.6375280164704,445.26240522720354,413.5110663017546,,,0.0
BHARTIARTL,EQ,460.5,460.0,462.5,454.5,456.0,455.8,459.22,5116528,234962043785000.0,52921,969761,0.1895,455.025018677647,446.3716257296032,414.8535721334449,,,0.0
BHARTIARTL,EQ,455.8,456.05,460.5,449.75,453.7,453.3,454.52,5059995,229988746140000.0,67334,1123980,0.22210000000000002,454.4500124517647,447.1009282843818,416.0740936530181,,,0.0
BHARTIARTL,EQ,453.3,454.1,459.4,453.5,455.3,455.2,455.54,4842142,220578680710000.0,78890,1761330,0.3638,454.70000830117647,447.9534621491837,417.3161859180016,,,0.0
BHARTIARTL,EQ,455.2,455.7,459.2,451.5,457.15,455.1,454.8,5059594,230108840005000.03,97228,1968386,0.389,454.833338867451,448.7057292913749,418.51567207933493,,,0.0
BHARTIARTL,EQ,455.1,453.9,457.45,444.65,448.5,449.65,449.9,7399981,332926128885000.0,73742,3006323,0.40630000000000005,453.10555924496737,448.8051262080723,419.5040634418957,,,0.0
BHARTIARTL,EQ,449.65,452.0,455.3,443.1,445.05,445.1,448.34,4273646,191605715675000.0,52718,1127213,0.2638,450.43703949664496,448.41511292301203,420.3166328564387,,,0.0
BHARTIARTL,EQ,445.1,442.6,460.75,440.35,458.9,458.85,450.78,13858623,624725397695000.0,126722,4104144,0.2961,453.24135966443,449.5135220890108,421.53991435305966,,,0.0
BHARTIARTL,EQ,458.85,468.4,474.95,455.3,460.15,460.1,462.98,17845812,826220887925000.0,143721,5986680,0.33549999999999996,455.52757310962005,450.62788818490435,422.7640440561371,,,0.0
BHARTIARTL,EQ,460.1,464.8,465.95,454.2,457.75,457.0,461.25,37029733,1707978392580000.0,198967,23805707,0.6429,456.01838207308003,451.2986367970197,423.8508998003867,,,0.0
BHARTIARTL,EQ,457.0,459.0,470.3,454.25,468.6,468.9,463.13,14925989,691269444035000.0,97122,8672802,0.5811000000000001,460.31225471538676,453.1514118710177,425.2810299654538,,,0.0
BHARTIARTL,EQ,468.9,468.9,472.65,466.6,470.0,469.35,469.94,8086659,380021782305000.0,85434,5037091,0.6229,463.32483647692453,454.8565264109106,426.6800448871854,,,0.0
BHARTIARTL,EQ,469.35,469.5,472.0,465.0,468.0,467.85,468.32,10674839,499926695375000.0,95177,7602908,0.7122,464.8332243179497,456.22426047292,427.9870275891795,,,0.0
BHARTIARTL,EQ,467.85,469.2,476.95,468.0,473.9,473.9,473.28,15990374,756787663545000.0,153554,9334502,0.5838,467.85548287863315,458.08486463366523,429.44458226888804,,,0.0
BHARTIARTL,EQ,473.9,475.1,503.8,475.1,499.8,500.05,496.57,60774623,3017860318335000.0,428688,30190743,0.4968,478.5869885857555,462.50224730380575,431.68602410162174,,,0.0
BHARTIARTL,EQ,500.05,499.0,512.7,494.25,506.95,508.7,505.19,44464024,2246300128245000.0,317356,26193858,0.5891,488.62465905717033,467.36516864024725,434.13091222537975,,,0.0
BHARTIARTL,EQ,508.7,510.0,515.0,504.4,508.35,511.75,510.76,64001338,3268961860850000.0,254262,38317050,0.5987,496.33310603811356,472.03725615180014,436.59501024997087,,,0.0
BHARTIARTL,EQ,511.75,514.75,523.75,506.7,514.55,514.5,513.0,19911947,1021485198710000.0,156430,8161925,0.40990000000000004,502.3887373587424,476.50701866213694,439.06818452774957,,,0.0
BHARTIARTL,EQ,514.5,515.0,526.0,512.35,525.45,523.65,519.92,15482185,804945424110000.0,167208,7502053,0.48460000000000003,509.4758249058283,481.46943775033304,441.75332152686866,,,0.0
BHARTIARTL,EQ,523.65,520.5,527.35,514.15,524.35,524.25,521.24,23385562,1218954259960000.0,195223,10591177,0.4529,514.4005499372189,485.97265482924536,444.3722637006189,,,0.0
BHARTIARTL,EQ,524.25,521.15,524.1,511.9,512.5,514.4,517.99,11638278,602856432110000.0,148578,6633224,0.5699000000000001,514.4003666248126,488.9650069524827,446.59536644028174,,,0.0
BHARTIARTL,EQ,514.4,514.35,514.4,486.1,491.9,491.25,496.36,31091035,1543228027375000.0,268519,17426323,0.5605,506.6835777498751,489.2055325364319,448.01297385487595,,,0.0
BHARTIARTL,EQ,491.25,493.1,501.4,488.25,490.7,490.25,493.63,19668016,970870604854999.9,175835,8993730,0.4573,501.20571849991677,489.3154764799654,449.353831827737,,,0.0
BHARTIARTL,EQ,490.25,492.0,492.9,480.1,487.05,489.8,487.27,15055241,733602761040000.0,87295,7084187,0.4705,497.40381233327787,489.36647895575857,450.63783716653904,,,0.0
BHARTIARTL,EQ,489.8,493.2,499.4,487.0,496.65,496.45,493.87,18017965,889848201790000.0,123516,10675617,0.5925,497.0858748888519,490.11211274988926,452.0921915422045,,,0.0
BHARTIARTL,EQ,496.45,493.4,501.25,483.3,494.2,497.2,494.96,5753361,284768675270000.0,42307,2005627,0.3486,497.123916592568,490.85820614463773,453.5241854614996,,,0.0
BHARTIARTL,EQ,497.2,496.05,513.35,496.05,513.05,510.05,505.2,14932443,754390466480000.0,297220,8045854,0.5388000000000001,501.432611061712,492.878394971518,455.31865576430914,,,0.0
BHARTIARTL,EQ,510.05,514.0,522.6,503.45,520.5,518.9,512.37,14376670,736614103750000.0,140565,5530700,0.3847,507.25507404114137,495.6175112903056,457.33711113687076,,,0.0
BHARTIARTL,EQ,518.9,518.0,537.5,515.8,536.5,533.35,525.56,30082900,1581030973810000.0,229675,12536641,0.4167,515.9533826940943,499.5893522071155,459.7502187198272,,,0.0
BHARTIARTL,EQ,533.35,535.05,552.8,534.1,547.0,546.8,545.22,16863683,919446487195000.1,374175,5716150,0.33899999999999997,526.2355884627295,504.5588940800507,462.5137038398327,,,0.0
BHARTIARTL,EQ,546.8,548.9,549.0,538.25,538.3,539.45,541.34,8802579,476515122189999.94,166209,4019498,0.45659999999999995,530.6403923084864,508.2316420716243,464.95612594015546,,,0.0
BHARTIARTL,EQ,539.45,540.2,543.65,536.1,538.0,538.7,539.11,8412522,453524251080000.0,105955,4203119,0.49960000000000004,533.3269282056576,511.43883764303234,467.2972013071346,,,0.0
BHARTIARTL,EQ,538.7,539.5,544.65,532.75,534.1,534.3,539.08,6500749,350443360035000.0,94100,2933776,0.45130000000000003,533.6512854704384,513.845275785871,469.4242742815113,,,0.0
BHARTIARTL,EQ,534.3,536.0,542.35,535.0,539.7,539.6,539.83,5065813,273467106044999.97,97504,2129926,0.4205,535.6341903136256,516.5562993873582,471.65207509797125,,,0.0
BHARTIARTL,EQ,539.6,539.7,542.75,531.75,540.65,539.95,536.67,5623475,301795032620000.0,72395,3106237,0.5524,537.0727935424171,519.018794188689,473.8202631900991,,,0.0
BHARTIARTL,EQ,539.95,544.9,567.55,534.25,563.6,565.0,556.27,36826473,2048555957320000.0,307059,9116059,0.2475,546.3818623616114,523.8589211161953,476.71485800946107,,,0.0
BHARTIARTL,EQ,565.0,564.95,568.7,556.5,565.4,564.85,563.78,22924036,1292420224905000.0,209076,7641415,0.3333,552.5379082410743,528.173771525017,479.5127990250337,,,0.0
BHARTIARTL,EQ,564.85,563.35,568.85,537.3,549.0,548.25,551.72,21462600,1184142653495000.0,193954,6546907,0.305,551.1086054940496,530.2870587329098,481.69493238931835,,,0.0
BHARTIARTL,EQ,548.25,549.1,553.6,538.75,544.0,543.4,546.81,21681078,1185541152805000.0,137698,12201460,0.5628000000000001,548.5390703293665,531.667368339972,483.6538234245781,,,0.0
BHARTIARTL,EQ,543.4,543.7,552.0,538.6,544.6,545.6,544.82,15715009,856178936165000.0,200579,6770760,0.4308,547.5593802195776,533.1339611462907,485.62036871268674,,,0.0
BHARTIARTL,EQ,545.6,542.0,542.05,527.1,529.95,529.9,534.52,9653196,515986488800000.0,148192,4418856,0.45780000000000004,541.6729201463852,532.7935441835233,487.0260712932363,,,0.0
BHARTIARTL,EQ,529.9,533.0,537.95,530.95,535.75,535.25,533.86,9623521,513764752685000.06,105159,4386899,0.4559,539.5319467642569,533.0521184799945,488.5569896648796,,,0.0
